"GRID_G0","woodland","maskWdl","cropland","maskCrp","one","maskOne"
"245963",0.0265999774606653,0,0.889447368563355,1,0.0727312436339141,0
"245964",0.0977990141604366,0,0.302317890426056,0,0.598480559133838,1
"245965",0.298723208213702,0,0.0535933446233554,0,0.647077956007117,1
"245966",0.404643398189391,1,0.0445799044488424,0,0.550477955342719,1
"245967",0.417756025794749,1,0.148203449049473,0,0.433108069605814,1
"245968",0.089566932412434,0,0.818987831067415,1,0.0805357053177677,0
"245969",0.0856046927597903,0,0.665132050797885,1,0.226787058973237,0
"245970",0.101940427808613,0,0.714330953893171,1,0.156858607245077,0
"245971",0.066280728824005,0,0.518708353007065,0,0.314614534332208,0
"245972",0.0980569750156148,0,0.64944980270725,1,0.154565514850598,0
"245973",0.0788289167740744,0,0.6261137556402,1,0.250725450279621,0
"245974",0.0811718301579643,0,0.401103230136829,0,0.502913365017687,1
"245975",0.127023007973394,0,0.226825206158277,0,0.636674543596109,1
"245976",0.30854817634514,0,0.200749123864493,0,0.486696901551526,1
"245977",0.0644713126047819,0,0.531131476596506,0,0.385718157492556,1
"245978",0.0382066792931062,0,0.79288235039927,1,0.137889609239161,0
"245979",0.0684172898044735,0,0.691727492240105,1,0.213460836501568,0
"245980",0.213697465447053,0,0.508463100977279,0,0.274691744518965,0
"245981",0.0747695497839493,0,0.684104061698756,1,0.229753611278677,0
"245982",0.368896291281218,0,0.298079257908,0,0.328557891912724,0
"245983",0.454303058375058,1,0.307703480189419,0,0.236427622418065,0
"245984",0.350525139233857,0,0.248817962570063,0,0.393831514601704,1
"245985",0.60070565730025,1,0.0953102747110928,0,0.295468422638165,0
"245986",0.733111044704838,1,0.105037293474752,0,0.159867405352702,0
"245987",0.235768107603478,0,0.414075919629698,0,0.347550117881065,1
"245988",0.117950806480626,0,0.594509486720965,1,0.272327791382255,0
"245989",0.0314995071734065,0,0.509772245928713,0,0.426460676285626,1
"245990",0.0533057219763634,0,0.454100537174395,0,0.467068064601054,1
"245991",0.306271483034029,0,0.353527513818945,0,0.334542718920303,0
"245992",0.489047893570804,1,0.166569300557677,0,0.343671807955025,1
"245993",0.450957457035251,1,0.360571104761968,0,0.173764073238293,0
"245994",0.332012691643826,0,0.406368963989248,0,0.250727702352415,0
"245995",0.696261054667811,1,0.130735371893644,0,0.17260114034239,0
"245996",0.711968216522945,1,0.110136362911838,0,0.177767904107624,0
"245997",0.463641970172801,1,0.259086213758365,0,0.274754133505371,0
"245998",0.162405103745333,0,0.391691897532382,0,0.442673153589607,1
"245999",0.126185959573611,0,0.619719439658045,1,0.245623578356939,0
"246000",0.44153513785346,1,0.25777781142776,0,0.27416808444888,0
"246001",0.349903068763451,0,0.437930188344128,0,0.211122841065413,0
"246002",0.368650398019438,0,0.420372245574244,0,0.197171210316494,0
"246003",0.572416179127483,1,0.141380552544718,0,0.283924138609497,0
"246004",0.660047833808656,1,0.0683203841525813,0,0.271631782038763,0
"246005",0.742303451466683,1,0.0525377918411392,0,0.205154772239942,0
"246006",0.832766051753715,1,3.98448843433898e-06,0,0.16722996375785,0
"246007",0.943164841314658,1,0.00529376854977791,0,0.0515413901355638,0
"246008",0.979850641041294,1,0.000195536218658251,0,0.0199538227400476,0
"246009",0.911085682799585,1,0.0246791785679088,0,0.0642351386325057,0
"246010",0.772717251668706,1,0.0655385199330808,0,0.150215070245628,0
"246011",0.742006489473474,1,0.0343309851437713,0,0.217581582857385,0
"246012",0.772100767574557,1,0.0856129486604059,0,0.141726862637827,0
"246013",0.684118022953387,1,0.10673849309983,0,0.197582568958449,0
"246014",0.567616746791858,1,0.145403952729431,0,0.262822129088154,0
"246015",0.762747654791051,1,0.0983988706951331,0,0.135007602092803,0
"246016",0.958723253609068,1,0.0113586806996461,0,0.0299180656912857,0
"246017",0.926829443220988,1,0.0299553061095198,0,0.0432112661914247,0
"246018",0.921117335912134,1,0.00365358586654148,0,0.075229078221325,0
"246019",0.951559803219607,1,0.00352811382984335,0,0.0449120829505498,0
"246020",0.859982275521213,1,0.0388574253668514,0,0.101160299111935,0
"246021",0.781047726931332,1,0.0570242457735948,0,0.161896151699149,0
"246022",0.460983677314509,1,0.127563895395452,0,0.410476138426047,1
"246023",0.123083712845565,0,0.222925093410841,0,0.653594557199146,1
"246024",0.151686754462393,0,0.0674937664301219,0,0.739068835210666,1
"246025",0.267486176536541,0,0.0426187878228742,0,0.684248856107049,1
"246026",0.693932911729204,1,0.010623042098501,0,0.268832943763743,0
"246027",0.618176996809399,1,0.0262942577331334,0,0.339451864202931,0
"246028",0.342478228115424,0,0.186203816962488,0,0.467305227065236,1
"246029",0.65776089884695,1,0.16743917515678,0,0.172533466159232,0
"246030",0.639914646699252,1,0.170375058084851,0,0.189666461351502,0
"246031",0.371281853560887,0,0.266980794832823,0,0.360020038308183,1
"246032",0.385946340388381,0,0.37071644499186,0,0.235030062338457,0
"246033",0.352706981191214,0,0.389983338191673,0,0.244914173165492,0
"246034",0.704193372619754,1,0.122141600367625,0,0.165278111238264,0
"246035",0.572207286721773,1,0.274272126414235,0,0.148161101739128,0
"246036",0.69720739356362,1,0.113246893859619,0,0.187908493248886,0
"246037",0.503355678689414,1,0.277443551662431,0,0.219021450906093,0
"246038",0.551874926420312,1,0.311084341894653,0,0.136544690529878,0
"246039",0.427027994887984,1,0.470311332188127,0,0.0981942771817745,0
"246040",0.510643876110518,1,0.308852703831811,0,0.178977373470616,0
"246041",0.229493867544134,0,0.570094496056729,1,0.192872394210591,0
"246042",0.10859853898425,0,0.68809503154522,1,0.197128030031564,0
"246043",0.477281651959851,1,0.286625592072402,0,0.215779518966094,0
"246044",0.63593596804595,1,0.272708602511117,0,0.0823196942945913,0
"246045",0.669586816477555,1,0.19878395972842,0,0.0673942776990319,0
"246046",0.305506353768015,0,0.452102912673792,0,0.200633013407681,0
"246047",0.346335590863954,0,0.476245803637948,0,0.171541487235258,0
"246048",0.773887784854977,1,0.155934760432878,0,0.0681761797130218,0
"246049",0.871048707740013,1,0.0640896768412083,0,0.0641572537410906,0
"246050",0.892045664249546,1,0.0228064888498615,0,0.0851438624549275,0
"246051",0.529792479484109,1,0.237457114039102,0,0.232423679066981,0
"246052",0.642808858373332,1,0.18701719849719,0,0.133069367528891,0
"246053",0.974423378542799,1,0.00509632240601403,0,0.00361201178148772,0
"246054",0.78493038218922,1,0.137384034233049,0,0.0770122066502148,0
"246055",0.584567462034413,1,0.258621455632429,0,0.156392714486537,0
"246056",0.710489464387688,1,0.197913896106298,0,0.0893830709404704,0
"246057",0.988945496010945,1,0.00394323483692821,0,0.00695590526843045,0
"246058",0.726177475958186,1,0.183729874314995,0,0.0880725176247557,0
"246059",0.765618050341541,1,0.179025831944252,0,0.0527850947550864,0
"246060",0.722088525220222,1,0.138740608999162,0,0.109547788181187,0
"246061",0.630540496382495,1,0.200213980058372,0,0.134746023545218,0
"246062",0.429220238676782,1,0.38502397780931,0,0.160633511747764,0
"246063",0.174151567795873,0,0.600419040479494,1,0.218071443155265,0
"246064",0.238261616306187,0,0.48979622541378,0,0.263905662363042,0
"246065",0.409070356794252,1,0.304063837830622,0,0.279600461469422,0
"246066",0.099491797333623,0,0.5689600000102,1,0.326660856377578,0
"246067",0.306841318241937,0,0.436425179316033,0,0.248530680776577,0
"246068",0.569029031732819,1,0.27548048120768,0,0.153912628935364,0
"246069",0.299987310685737,0,0.469999099392187,0,0.219508597250477,0
"246070",0.199797376957643,0,0.466583466208877,0,0.32516367888979,0
"246071",0.20186100789533,0,0.411588976182682,0,0.371715552005294,1
"246072",0.091524208360901,0,0.609646065766142,1,0.28642001415208,0
"246073",0.275543244587867,0,0.39665786165005,0,0.320565884587765,0
"246074",0.778746352982526,1,0.0849175949512173,0,0.135640377490125,0
"246075",0.176944186415864,0,0.370630778573466,0,0.426850859825872,1
"246076",0.784591523293296,1,0.0818268330978328,0,0.131774690824732,0
"246077",0.953560533379344,1,0.0173794682035655,0,0.0290360913682795,0
"246078",0.986447407214999,1,4.78186723595115e-05,0,0.0134968043339147,0
"246079",0.740878158070298,1,0.167692410559316,0,0.0833428977450478,0
"246080",0.2293853663077,0,0.451920541770724,0,0.285328339186132,0
"246081",0.452295272299345,1,0.32304795861112,0,0.210548615099688,0
"246082",0.527546710545742,1,0.212079850555263,0,0.255956548207217,0
"246083",0.622173498469031,1,0.204360983988007,0,0.168466215022763,0
"246084",0.364844594968673,0,0.307303444465474,0,0.309847705807916,0
"246085",0.501351038518387,1,0.260772354757611,0,0.182139309280656,0
"246086",0.378662136077453,0,0.1740556695884,0,0.382513070501517,1
"246087",0.326428557704866,0,0.121137915124296,0,0.482590122303218,1
"246088",0.261737070542296,0,0.352885398827527,0,0.342524667643893,1
"246089",0.709969462869191,1,0.144933917773257,0,0.131894957816934,0
"246090",0.966196490859678,1,0.00873130230108591,0,0.0209735977230104,0
"246091",0.387827807349454,0,0.403189158909323,0,0.179300079717418,0
"246092",0.170096985221017,0,0.495726059135616,0,0.24844364912298,0
"246093",0.360262129499408,0,0.178715819404062,0,0.369830638547861,1
"246094",0.538256914621858,1,0.0863554740976849,0,0.207093949451664,0
"246095",0.599992517127232,1,0.0296854487968493,0,0.245480781149759,0
"246096",0.659041122622314,1,0.013945478475447,0,0.216430645218537,0
"246097",0.682804286120361,1,0.0684493705359388,0,0.203187089394424,0
"246098",0.302144993976106,0,0.375340974476675,0,0.298307807139604,0
"246099",0.277037660740869,0,0.452389815001421,0,0.227871257647511,0
"246100",0.338222037431051,0,0.20312895870786,0,0.398609619113677,1
"246101",0.270532376175387,0,0.0925373171675167,0,0.458590154212101,1
"246102",0.350050497760911,0,0.110818471100439,0,0.428511744411075,1
"246103",0.261204106952642,0,0.104993963949771,0,0.415814092999879,1
"246104",0.242005291890864,0,0.0906352280792823,0,0.465677777162458,1
"246105",0.131981806989128,0,0.040580455064339,0,0.430034007303502,1
"246106",0.247892590237302,0,0.0745936990480198,0,0.115595668992029,0
"246107",0.450096137613565,1,0.245272152708317,0,0.174932165724297,0
"246108",0.51112154496241,1,0.277268445004362,0,0.179942749764495,0
"246109",0.239476795842476,0,0.423489969024636,0,0.304680560285947,0
"246110",0.199103530672268,0,0.398304282783697,0,0.357974080525251,1
"246111",0.2491959147792,0,0.383934621121872,0,0.313429574075143,0
"246112",0.418692175066403,1,0.258775511862938,0,0.174952485729781,0
"246113",0.119783016253221,0,0.528832537744325,0,0.286110898164235,0
"246114",0.238945348986242,0,0.144908237035409,0,0.152327016489319,0
"246115",0.507686001205258,1,0.182965246636995,0,0.159808040146899,0
"246116",0.207115132757125,0,0.452431192092121,0,0.215905202859097,0
"246117",0.103136841317012,0,0.561413805724143,1,0.276346963908238,0
"246118",0.0888056844531409,0,0.758246481338875,1,0.119444934568648,0
"246119",0.0699988408043407,0,0.669041988346119,1,0.197662186475729,0
"246120",0.142132102991243,0,0.496320413914745,0,0.295032602613979,0
"246121",0.0743918805927141,0,0.46690711826761,0,0.326339634585871,0
"246122",0.0307424973179111,0,0.767911899919943,1,0.151804633610673,0
"246123",0.0491550203588408,0,0.793795902880741,1,0.131626238892092,0
"246124",0.112108770869014,0,0.698166103590006,1,0.139901787213343,0
"246125",0.0768924145313108,0,0.770187237241018,1,0.126880134249539,0
"246126",0.0799748677399112,0,0.822729571903513,1,0.0655754305602286,0
"246127",0.135801948590116,0,0.609056162089252,1,0.123911956002765,0
"246128",0.205760365016019,0,0.576152929136063,1,0.172610075131182,0
"246129",0.124049397297103,0,0.772571889369251,1,0.0798974288144503,0
"246130",0.140734978216511,0,0.801315973700163,1,0.0272157572169364,0
"246131",0.127423035380942,0,0.838430025642113,1,0.0127045268714761,0
"246132",0.139179001477377,0,0.821854308744259,1,0.0121852540034607,0
"246133",0.194072918252889,0,0.775636562447422,1,0.0145248372697787,0
"246134",0.191602227155849,0,0.774742004150992,1,0.0177816082055164,0
"246135",0.17458091905208,0,0.787529078258792,1,0.021623629801048,0
"246136",0.200043032174519,0,0.746990736129096,1,0.0318450443271242,0
"246137",0.172868847048424,0,0.785372260828994,1,0.0225266979208609,0
"246138",0.214238786992459,0,0.740517377910639,1,0.00846664749957513,0
"246139",0.163365760935166,0,0.810810244368211,1,0.00542081626245038,0
"246140",0.121542868132535,0,0.822442465057192,1,0.0196736879202538,0
"246141",0.0896458370777418,0,0.884396033911608,1,0.00692146214060637,0
"246142",0.100765045179831,0,0.857746439454972,1,0.0117946032451752,0
"246143",0.170904666084079,0,0.73325343557626,1,0.0196686297882109,0
"246144",0.0918565942026621,0,0.867731512882219,1,0.010966856697302,0
"246145",0.140859373840342,0,0.803001957664204,1,0.0055590251547547,0
"246146",0.259987791784055,0,0.607322843305431,1,0.0121462018608799,0
"246147",0.360959780389571,0,0.555708005244978,1,0.00982419268061128,0
"246148",0.33957094283472,0,0.618960529552865,1,0.00882809854287258,0
"246149",0.170717979967,0,0.791789147181242,1,0.00772543076742285,0
"246150",0.313703863243905,0,0.647388930258515,1,0.0104294886994515,0
"246151",0.512438287102667,1,0.429763943211982,0,0.00519180057301859,0
"246152",0.376765550312754,0,0.594978543673437,1,0.00405772099205043,0
"245503",0.317538138350089,0,0.625648559164384,1,0.0070331841068453,0
"245235",0.0236323747762272,0,0.844833054434048,1,0.112215406042297,0
"245236",0.0684365043780097,0,0.866579687736549,1,0.0487648314131542,0
"245237",0.0577134399711514,0,0.880063302288515,1,0.0466162497236065,0
"245238",0.0532647304690575,0,0.921591270272236,1,0.0136101493447423,0
"245239",0.0437076692437067,0,0.884249550754498,1,0.0480575901564097,0
"245240",0.0507414961155059,0,0.828426652140515,1,0.0947065791494724,0
"245241",0.0327417914592135,0,0.899090530060002,1,0.0289966550066791,0
"245242",0.0410792934423701,0,0.935498180041393,1,0.00721100559837043,0
"245243",0.0354304960700719,0,0.948811567126849,1,0.00875798774223702,0
"245244",0.0559824549983288,0,0.924627566610944,1,0.00495086033460692,0
"245245",0.0390543425847815,0,0.927080416063883,1,0.0262038831635404,0
"245246",0.0378576487802584,0,0.855216192591748,1,0.092226481365374,0
"245247",0.0453878587059482,0,0.922372063028073,1,0.0183733106541504,0
"245248",0.132825805910616,0,0.716856977493735,1,0.130724658960176,0
"245249",0.115700703194683,0,0.6093332567482,1,0.251382792886045,0
"245250",0.0702449603762924,0,0.83568998504342,1,0.0840640462294539,0
"245251",0.12389745922029,0,0.826070742906852,1,0.0204122109268026,0
"245252",0.055430927214795,0,0.913672514343463,1,0.0222400045721488,0
"245253",0.132464884757408,0,0.705925668168146,1,0.154322818272843,0
"245254",0.127291685493992,0,0.719067147678432,1,0.146519303067709,0
"245255",0.0705321267033969,0,0.820281611195229,1,0.100292966543212,0
"245256",0.0740480250547711,0,0.768059845872587,1,0.153719178873107,0
"245257",0.0102723037583186,0,0.713021498111546,1,0.19982422701551,0
"245258",0.0426945835556387,0,0.691643804437079,1,0.244450423512366,0
"245259",0.0742342213371685,0,0.883403295283162,1,0.0376204732341439,0
"245260",0.025724721751692,0,0.963406195620611,1,0.00534851471905671,0
"245261",0.0284387416198322,0,0.95214187679249,1,0.00707274646137476,0
"245262",0.0347510999939996,0,0.920467221342036,1,0.0392764764243914,0
"245263",0.0291141769425706,0,0.923451475146815,1,0.0430210089403356,0
"245264",0.0519524668366712,0,0.842437104351859,1,0.0630611695599722,0
"245265",0.0493392448058262,0,0.902156641827451,1,0.00749504382482937,0
"245266",0.0136004595102065,0,0.974617895837339,1,0.00412497453276593,0
"245267",0.0143775843820119,0,0.955921683522803,1,0.0173947783302631,0
"245268",0.00847263062930488,0,0.975878908826799,1,0.00906122310369152,0
"245269",0.0147177648679169,0,0.96717013848896,1,0.0113575485820909,0
"245270",0.0177081252331035,0,0.913226967278367,1,0.0621539500826444,0
"245271",0.0358851360286878,0,0.937320605954318,1,0.0193412388220983,0
"245272",0.109814532931123,0,0.64441617308101,1,0.223662378666064,0
"245273",0.0128952054354426,0,0.928436458164308,1,0.0390813979418988,0
"245274",0.0162432552254417,0,0.963091713629869,1,0.00757641819411655,0
"245275",0.0326683266327308,0,0.943387653939959,1,0.00897754263274614,0
"245276",0.314762863667719,0,0.413524025373592,0,0.264982697443217,0
"245277",0.181803819709933,0,0.563825428255405,1,0.242328160499763,0
"245278",0.0789062046651205,0,0.644938977458741,1,0.26809194479499,0
"245279",0.124629104812342,0,0.671268647326659,1,0.196664595871819,0
"245280",0.056444236171772,0,0.914925952623735,1,0.0199755597772721,0
"245281",0.0291810697044657,0,0.917713284424282,1,0.047803080148743,0
"245282",0.0729587976887533,0,0.810780844063064,1,0.10292606786037,0
"245283",0.194480752100125,0,0.513118321178731,0,0.286932528693442,0
"245284",0.141156636781934,0,0.631536994561763,1,0.211362149947092,0
"245285",0.118029136995979,0,0.531878388580056,0,0.276110583835919,0
"245286",0.134193022098357,0,0.359263700557361,0,0.488226341328414,1
"245287",0.0823198435823326,0,0.545583701619604,1,0.330908751604207,0
"245288",0.0519005888011701,0,0.700395905144176,1,0.221503323620447,0
"245289",0.0215792758126463,0,0.698987180595912,1,0.267083267537876,0
"245290",0.0250896140199486,0,0.217020544119439,0,0.757543107012856,1
"245291",0.0285180011743783,0,0.352167593928159,0,0.606291659077254,1
"245292",0.0747954832551238,0,0.658704017183026,1,0.260734189068004,0
"245293",0.129257976421431,0,0.840353801085978,1,0.0165852254877628,0
"245294",0.0941016800526138,0,0.845793889630707,1,0.0365942164736832,0
"245295",0.0143118892662305,0,0.967098716206395,1,0.0127107989641078,0
"245296",0.0318041386714059,0,0.948214038469954,1,0.0116510581903669,0
"245297",0.0357471104352972,0,0.882118864394067,1,0.0700551825962894,0
"245298",0.0198078407192421,0,0.420906002851649,0,0.555487603216317,1
"245299",0.0155733812207961,0,0.166689609315016,0,0.813801814201725,1
"245300",0.0106296607641306,0,0.631146196142045,1,0.336132726959084,0
"245301",0.073641892257426,0,0.726977296663945,1,0.189664784178899,0
"245302",0.0341391734670328,0,0.437679360480176,0,0.524840155139413,1
"245303",0.0327521615096253,0,0.643427233227825,1,0.315367143778352,0
"245304",0.0813741861734474,0,0.786298031057792,1,0.0814427120556221,0
"245305",0.0407056912562493,0,0.729027830840004,1,0.218037593111753,0
"245306",0.0122796017965074,0,0.761682161038365,1,0.217501638189016,0
"245307",0.00602936007097303,0,0.441847785799176,0,0.539175177611929,1
"245308",0.0147696532318892,0,0.444809338816048,0,0.530931540125483,1
"245309",0.15728570759516,0,0.0300241045013338,0,0.806699437096618,1
"245310",0.223384298263409,0,0.0811088070635376,0,0.691652940025371,1
"245311",0.0159609993245545,0,0.432332945310038,0,0.547771054764093,1
"245312",0.00899401665279434,0,0.941444605014323,1,0.0302199122939002,0
"245313",0.0276109260371914,0,0.897822641584339,1,0.066955096591367,0
"245314",0.0193703421438832,0,0.328104915617038,0,0.63889629888978,1
"245315",0.0885315471827755,0,0.113136552278263,0,0.796614141501098,1
"245316",0.123225116531301,0,0.154156440153062,0,0.720039446066186,1
"245317",0.103887490294428,0,0.336218964090578,0,0.552786754823291,1
"245318",0.092450035215123,0,0.704533617935024,1,0.197855147385982,0
"245319",0.0358716669806539,0,0.805021638817451,1,0.146763826163949,0
"245320",0.0693502562451133,0,0.700908277465325,1,0.202834004513126,0
"245321",0.0882005565994954,0,0.683301734161916,1,0.205283771506097,0
"245322",0.0638781548606974,0,0.573368194576563,1,0.347892671515933,1
"245323",0.0655940688269831,0,0.641353954935682,1,0.275223042511201,0
"245324",0.121167892754447,0,0.45561869941506,0,0.40026761804159,1
"245325",0.103475621875262,0,0.511529405827736,0,0.366201457730872,1
"245326",0.0804040536648495,0,0.58731761181444,1,0.306931859515416,0
"245327",0.0536605489628796,0,0.650729807777344,1,0.289912434544911,0
"245328",0.12778913057585,0,0.62716525370966,1,0.217964927374068,0
"245329",0.062674547320999,0,0.808874183758647,1,0.113905921214893,0
"245330",0.241204185209818,0,0.547175754963209,1,0.200890924180695,0
"245331",0.0796383079397598,0,0.732979030108174,1,0.170857311473,0
"245332",0.132729445020166,0,0.652408153931785,1,0.190820234348663,0
"245333",0.583160456188417,1,0.173208471742657,0,0.236028516319533,0
"245334",0.768145392845883,1,0.0393759803096584,0,0.192203628753254,0
"245335",0.762828986611529,1,0.120566152873379,0,0.116022456862048,0
"245336",0.315691670805554,0,0.248314494522122,0,0.428309413873805,1
"245337",0.0980279473408229,0,0.386919512077861,0,0.511389653592008,1
"245338",0.0861956380095503,0,0.450004710598233,0,0.434628811016749,1
"245339",0.0672107888145444,0,0.597392918281983,1,0.32722340390609,0
"245340",0.0329085937129849,0,0.496446836523617,0,0.417660471685233,1
"245341",0.0261810136382382,0,0.439187862817556,0,0.511120647745146,1
"245342",0.176993969885989,0,0.397666911002837,0,0.420418475519333,1
"245343",0.118190431873064,0,0.498443619245467,0,0.372774679644488,1
"245344",0.20312017111282,0,0.425983785785654,0,0.361572437224962,1
"245345",0.321888959252418,0,0.39982443418951,0,0.272020554199382,0
"245346",0.649528668513462,1,0.170160432070471,0,0.175025609342926,0
"245347",0.43992457151444,1,0.354245274705696,0,0.204359500615925,0
"245348",0.223223337565505,0,0.487093823097377,0,0.282235393704562,0
"245349",0.164089215578878,0,0.622882053356706,1,0.20728831864275,0
"245350",0.33577301823525,0,0.319532641948621,0,0.312941046090846,0
"245351",0.176202068005025,0,0.537766054027085,0,0.270678250804784,0
"245352",0.264581600933402,0,0.421911582249099,0,0.300090827185948,0
"245353",0.279909944055794,0,0.288000471881032,0,0.408418967385608,1
"245354",0.262156997657999,0,0.358634669370068,0,0.345535034338703,1
"245355",0.473627132141105,1,0.136517274814229,0,0.382673808511657,1
"245356",0.605071381759761,1,0.0905221763673154,0,0.304386514479719,0
"245357",0.814259090173972,1,0.00949164459414444,0,0.176249265231884,0
"245358",0.616820210927427,1,0.124175086613068,0,0.258014116309964,0
"245359",0.629410797148739,1,0.148915838247937,0,0.207284377611199,0
"245360",0.874795383951215,1,0.0414584636594883,0,0.0718073200733844,0
"245361",0.900207651023102,1,0.00932696581961424,0,0.0904414678603109,0
"245362",0.857378080637659,1,0.00550758555915857,0,0.137114333803182,0
"245363",0.809461007000564,1,0.0442941577816105,0,0.145801973350204,0
"245364",0.667624751001762,1,0.0613629382694803,0,0.269728984142188,0
"245365",0.902447523651646,1,0.00051207024310237,0,0.0968570555344406,0
"245366",0.90899841032188,1,0.024217333513529,0,0.066784256164591,0
"245367",0.870911895022996,1,0.0311288998307245,0,0.0979592051462798,0
"245368",0.856802955606126,1,0.0410022597474025,0,0.102194784646471,0
"245369",0.93978339997131,1,0.00842364446215239,0,0.051792955566538,0
"245370",0.794476106280957,1,0.06245164709152,0,0.14306427572189,0
"245371",0.731446221292283,1,0.0594645543765257,0,0.20906929706571,0
"245372",0.867560099183571,1,0.057045883008018,0,0.0753541593089537,0
"245373",0.589182925194902,1,0.159182853117319,0,0.251082739503161,0
"245374",0.500105813611018,1,0.0563522242180454,0,0.407332424917172,1
"245375",0.270845930295944,0,0.0959169614123263,0,0.63184616409015,1
"245376",0.753064996217815,1,0.0676500153059933,0,0.178878428321988,0
"245377",0.768551496720542,1,0.00493597394275726,0,0.21710612506983,0
"245378",0.815896797586039,1,0.00498954985566362,0,0.168202467167464,0
"245379",0.907802006148575,1,0.00398506647665404,0,0.075982161063856,0
"245380",0.947581787890497,1,0.000346772508545152,0,0.0414322597442477,0
"245381",0.841737100571532,1,0.0240136254910329,0,0.118549357149449,0
"245382",0.916599077063196,1,0.0321268805492701,0,0.0376173601945783,0
"245383",0.59485378712258,1,0.306681264162808,0,0.0885878272892584,0
"245384",0.794620259036799,1,0.102641040672123,0,0.0761952829543186,0
"245385",0.764464840376376,1,0.198213570987793,0,0.0358672593600691,0
"245386",0.986630876232222,1,0.000542021664287085,0,0.0128271021034904,0
"245387",0.971070447836985,1,0.00441708729087452,0,0.0245124648721407,0
"245388",0.887649397680293,1,0.0745619595572137,0,0.0376013417331462,0
"245389",0.979273829417649,1,0.0176927293077021,0,0.00302547030212521,0
"245390",0.930934164773311,1,0.0117968623960036,0,0.0572689728306858,0
"245391",0.792100834139638,1,0.0203372231948814,0,0.18756194266548,0
"245392",0.596938374707772,1,0.235882265055663,0,0.166385353723427,0
"245393",0.278384138774437,0,0.411218363117955,0,0.299280634772478,0
"245394",0.403326089360456,1,0.465268342553079,0,0.126487256734474,0
"245395",0.380192228778833,0,0.467723346328084,0,0.122908076602134,0
"245396",0.105074009080479,0,0.803293553387396,1,0.0366206687066615,0
"245397",0.267765421117122,0,0.640013602949376,1,0.0816267114303944,0
"245398",0.652891275375328,1,0.277125445850939,0,0.0634424881674467,0
"245399",0.906914002298408,1,0.0617180896200131,0,0.0312124740039993,0
"245400",0.885271766547722,1,0.0808779050632654,0,0.0336669977511707,0
"245401",0.796610248390567,1,0.124094370866417,0,0.0777895260056233,0
"245402",0.812290451609504,1,0.0737093209014985,0,0.0642507107157812,0
"245403",0.933957225570505,1,0.0343014923220994,0,0.0314702718261019,0
"245404",0.942911897039522,1,0.0392211127740954,0,0.016292727021751,0
"245405",0.960124926597812,1,0.0319199381903163,0,0.00795114975305699,0
"245406",0.935204398467201,1,0.0487075078302059,0,0.0160123625180061,0
"245407",0.922787908862081,1,0.0449244194607919,0,0.0312450680459225,0
"245408",0.764010890396805,1,0.142732779421127,0,0.0906086379009812,0
"245409",0.781892647353223,1,0.149398434122112,0,0.0675928685603045,0
"245410",0.88081222632493,1,0.0848589575933142,0,0.0313697246076139,0
"245411",0.800482607220698,1,0.130132626669949,0,0.0668036070568573,0
"245412",0.0885319242366066,0,0.589177931169275,1,0.286388316285696,0
"245413",0.138074930728164,0,0.474807580005149,0,0.29271447663288,0
"245414",0.230995617110883,0,0.410984531157762,0,0.347571452506957,1
"245415",0.354532949914007,0,0.28122638228179,0,0.354886183198188,1
"245416",0.167798987375363,0,0.581158265560696,1,0.239616072390559,0
"245417",0.399470531548909,1,0.418837809320218,0,0.172362004179952,0
"245418",0.708662789333341,1,0.151569528001432,0,0.138799210198348,0
"245419",0.345371298686537,0,0.404137254661271,0,0.228312858980039,0
"245420",0.370671202232457,0,0.374346561499124,0,0.240888522905675,0
"245421",0.443110618110234,1,0.331959324017931,0,0.22440000341939,0
"245422",0.215463736726083,0,0.421250006117664,0,0.355727191486431,1
"245423",0.182657510124236,0,0.389934732693547,0,0.424725550027826,1
"245424",0.339491525815565,0,0.245548983482908,0,0.401696303705383,1
"245425",0.123092235940011,0,0.208945255398525,0,0.589330040043805,1
"245426",0.0912444366647823,0,0.420344868595449,0,0.450705358688655,1
"245427",0.326272374479453,0,0.457975783782152,0,0.206132225998292,0
"245428",0.727045149246679,1,0.130439245758846,0,0.139825416372804,0
"245429",0.577221689340818,1,0.27077859187496,0,0.137838136964598,0
"245430",0.696795652284,1,0.125345659278779,0,0.173541896849286,0
"245431",0.725344541746056,1,0.133572469569001,0,0.135668272032524,0
"245432",0.417542492430059,1,0.387779297009523,0,0.180921262413555,0
"245433",0.212620710864887,0,0.47249843947901,0,0.293062769111706,0
"245434",0.0717780536923946,0,0.568281285287045,1,0.308102350493226,0
"245435",0.243295111091412,0,0.279429694028086,0,0.37115338900672,1
"245436",0.313254484552428,0,0.335060483150131,0,0.275188876617994,0
"245437",0.364764628008813,0,0.321407347019357,0,0.26615136433791,0
"245438",0.331850392526334,0,0.449997571862362,0,0.1732249372306,0
"245439",0.441449019141605,1,0.358487501865359,0,0.191121190412428,0
"245440",0.740228154689737,1,0.17097664214143,0,0.085547892040431,0
"245441",0.369365389523583,0,0.216686321806311,0,0.19017059712135,0
"245442",0.0712130369919367,0,0.0564420340481701,0,0.0643684375160391,0
"245443",0.196439560958693,0,0.283546603762619,0,0.362925642316537,1
"245444",0.296639354696415,0,0.314689598380683,0,0.286483711299086,0
"245445",0.366720097360531,0,0.320021413195156,0,0.23794659861271,0
